label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Pataka,0.0,0.0,0.0,-0.2959150307701386,-0.12113068530149648,-0.10779919039206796,-0.4676449580600268,-0.4376682329584712,-0.15814217614686885,-0.4958519388812334,-0.7557098710990976,-0.2012136398211619,-0.5441219062823986,-1.0222848091258598,-0.24100994766826989,-0.3124435728488301,-0.950399276048848,-0.07420940251769773,-0.33244615081227036,-1.3568935403708287,-0.16506777483015153,-0.3179483230411536,-1.6064479003310743,-0.2447563177260456,-0.2902213685424603,-1.8262998359454863,-0.30015820986055053,-0.14815363321961122,-0.9850637338115643,-0.08774930935938083,-0.17408202024120717,-1.4244829759724982,-0.15604923676089721,-0.18044438063344737,-1.6964847214637102,-0.2212937551862715,-0.17777547271120273,-1.9300431680018433,-0.2703543038428319,0.0026232711940597335,-0.938842855505901,-0.11960738606223636,-0.01567153236204041,-1.3325814141068968,-0.18250544857294743,-0.03324179280987876,-1.573731049991975,-0.22048398849054077,-0.048024489842191743,-1.7869765888150106,-0.2504955866577456,0.16035040911698423,-0.8248218920689989,-0.16518889230482117,0.14967249559159646,-1.1298496166844365,-0.22292071955814471,0.1307528291493226,-1.3256912289242024,-0.24055084818756248,0.10532188246494202,-1.504190404067095,-0.25171644419709976
Pataka,0.0,0.0,0.0,-0.2613323617309166,-0.14983680131797175,-0.12408115770515507,-0.40323384201257034,-0.4726352399575175,-0.18575176300435775,-0.39765925425089105,-0.7926513314493909,-0.23680724970330883,-0.4106630741940738,-1.0754636769861063,-0.2815086576487854,-0.23012583212496726,-0.9633600489115122,-0.09406853483307936,-0.23071867906917862,-1.3694668013405111,-0.18737435490290796,-0.21535488688722898,-1.6178476009247822,-0.267280140728745,-0.18967550714027706,-1.840984333280829,-0.3223866530836563,-0.07800693790578657,-0.992211679851174,-0.09711282101491177,-0.08640522243084475,-1.4403486677349309,-0.16926855047449685,-0.08961933059650921,-1.7211399556744995,-0.23319992381558122,-0.08371546798092051,-1.9723774302432653,-0.2793863505708478,0.059449331848089856,-0.9414620027334154,-0.11812099428995965,0.05502974286133326,-1.3486098522351757,-0.18014424458630474,0.04036940150364468,-1.593229105183261,-0.21236407760077705,0.027677859946565558,-1.807377496534902,-0.23615757874732882,0.2090946058049664,-0.8213629317886229,-0.15453302511462996,0.20288556780474515,-1.1411149438329464,-0.20546194203513543,0.18034114849277988,-1.339115676054579,-0.21633327604559388,0.1496739396413848,-1.5166922349033645,-0.22143220053242066
Pataka,0.0,0.0,0.0,-0.27157461584001363,-0.14141378672123842,-0.12105398907438886,-0.4235566317531942,-0.4727702275674609,-0.1699032014414253,-0.4117420458110721,-0.8014992748766953,-0.20799726099792593,-0.3958286554645003,-1.0668594769144584,-0.23911936301344053,-0.23828397643099516,-0.9686032156501689,-0.07052166172390366,-0.24412204134584545,-1.3709843695696147,-0.15048534528662236,-0.22928080478618873,-1.6170599007925346,-0.22486772922161155,-0.2090677228029629,-1.8394455911801313,-0.2791557887570747,-0.08639636241264746,-0.9938223671817847,-0.06966183353211683,-0.09629093968306232,-1.438594754910523,-0.1259889897296189,-0.09879070185823646,-1.7072587715290497,-0.1845666634994626,-0.09390093544428052,-1.9462656147360784,-0.23101061785487717,0.048499414012557834,-0.9400029658532194,-0.08791795636863288,0.045838539270202275,-1.3391908183434522,-0.13770789148450333,0.03106980336577718,-1.5801691507221702,-0.16823702373127444,0.017519229512275313,-1.7885175310865067,-0.1950172207294956,0.2006954075540262,-0.8200118640609985,-0.12241898540590003,0.19631012486605706,-1.1302786698631737,-0.1644141088644738,0.17286849807954743,-1.322274502266176,-0.17591452530059215,0.14086675920798025,-1.5003985426348585,-0.1851717639116921
Pataka,0.0,0.0,0.0,-0.2741091611296629,-0.14264144592658295,-0.10743430989397228,-0.42858172929358745,-0.46458281785561223,-0.15123593709940947,-0.43211484774076625,-0.795179764508027,-0.1862120471375928,-0.4405755150241044,-1.068259525602477,-0.21309298645998964,-0.26880960377212926,-0.9572781464204203,-0.041290894762498004,-0.29178413779785545,-1.3400502507014533,-0.1153455066349054,-0.2829319712491383,-1.5743517328396734,-0.18568483454358822,-0.2649453833033392,-1.781129517238816,-0.23530632872872856,-0.12101827015185151,-0.9917850649219836,-0.041436255708622804,-0.14829183667620174,-1.4086774009685847,-0.08992959149188892,-0.1659345693975223,-1.658195980705413,-0.14012658899557023,-0.17823226635863154,-1.873337820860512,-0.17913860648831367,0.012156930476630629,-0.9471027749176041,-0.06120933727706863,-0.006961805006727314,-1.3170514134023386,-0.10307510573889538,-0.03404912664392121,-1.5352141985649366,-0.12304915552658136,-0.05894506302616329,-1.7166831315606996,-0.14179698786640788,0.1576433031484969,-0.8379922665335326,-0.09669775986710935,0.15042523095207774,-1.119094273484449,-0.12916414335117404,0.12632528692993014,-1.2908333548851088,-0.13205527037854267,0.09217990969833124,-1.4417401997152788,-0.13435522328856403
Pataka,0.0,0.0,0.0,-0.26770396121875484,-0.15114103364685222,-0.09505886841295541,-0.41772743484954106,-0.48864132270636945,-0.13305565115988927,-0.4217094030175125,-0.8167886527386949,-0.16618019609716045,-0.42639361651045826,-1.0836483212117483,-0.1931921985114366,-0.27427294547928055,-0.9585290344856975,-0.030955557010653487,-0.29179865828486345,-1.3458387285519322,-0.10633703241851591,-0.27475683478727503,-1.5842783431077683,-0.1789501077634397,-0.24575853701399403,-1.7947825664523165,-0.23217269509431165,-0.1267114552748913,-0.9910267001155137,-0.04254746479256694,-0.15310855799347645,-1.418753139067278,-0.09651863284657074,-0.15382369328403406,-1.6784452132781205,-0.15453351603180387,-0.14609744791344598,-1.9096083133625672,-0.20024455648133344,0.005753822837042228,-0.9441363567147745,-0.07355060739094983,-0.012465885715541776,-1.32991755866215,-0.12452164803979958,-0.024998541452804685,-1.558042107159662,-0.1550102997462706,-0.03214370717490076,-1.756156624485265,-0.18213243080399846,0.1561245521406406,-0.832388862485455,-0.11865995230328269,0.1412905219481478,-1.1223643640382264,-0.1621187612913684,0.12045827517115475,-1.3071808194702346,-0.17505361617974205,0.09418156473111698,-1.4824486461974977,-0.18673695208472593
Pataka,0.0,0.0,0.0,-0.22486341787887934,-0.19841753946382998,-0.0724975647047028,-0.3217824102383311,-0.557372595570001,-0.10878887590115621,-0.3067482363853784,-0.8581273060884225,-0.1451146459574183,-0.30154819385152626,-1.1149059230483191,-0.1778584395524055,-0.20133732851264355,-0.987544933481809,-0.029506204820526693,-0.2003416256520294,-1.3743184819700789,-0.10432355888124618,-0.17162306067619665,-1.602039718397406,-0.1753068694319496,-0.13077028033610774,-1.7995090439735337,-0.2264631750153571,-0.07408044938674806,-0.9958497633160931,-0.05287093645793173,-0.07399825693363131,-1.424807609884943,-0.10678594040525455,-0.05697085086049214,-1.6840487388330592,-0.16734499739311098,-0.032230400615509414,-1.9147616500896243,-0.21586887766111165,0.04211202090752182,-0.9325138245148719,-0.09192091340224766,0.05242365123996719,-1.3282089071642238,-0.14021000701399403,0.059580135086420266,-1.5590875079691353,-0.17531751857319666,0.06747191522773989,-1.7586823564757041,-0.20683564982713334,0.167914485005885,-0.8066398660287183,-0.14245880231608377,0.17592237829525842,-1.1070407576061039,-0.18169279903043328,0.17404395458101277,-1.3003425344165793,-0.19554077596625263,0.16373702096017406,-1.4789094222748158,-0.20938725256364205
Pataka,0.0,0.0,0.0,-0.24402319304594666,-0.206061876153493,-0.12240935524944312,-0.34604177060626484,-0.5546795044239027,-0.1769902707821443,-0.30552687990029664,-0.8709186977283919,-0.22103137031980222,-0.2628286900616371,-1.1428353121290848,-0.2557753105255669,-0.1087703251867766,-1.007684535399547,-0.05347046162823451,-0.06570134243820948,-1.3889749527558317,-0.13259766617331484,-0.014626238564328152,-1.612173887387702,-0.20793296826431848,0.04412513362262954,-1.8097247577303779,-0.2607373216196386,0.04298762078231206,-0.9978868963293682,-0.048721726094392924,0.08203670052297819,-1.4153739309883613,-0.10179488244660653,0.11073182227133316,-1.667449367548136,-0.15774270816277863,0.14316493040566075,-1.8915485956569276,-0.20066579322942063,0.1691862491929141,-0.9169003870459815,-0.06473342582394859,0.2085234643045217,-1.2882656809773185,-0.11059910875125625,0.2199143986947715,-1.5096982317749192,-0.13493108979390117,0.22958170315021678,-1.7010137697737682,-0.15585798995601172,0.3017007945699714,-0.7700443699864887,-0.09744315897541277,0.33048531083539007,-1.053360987786409,-0.13299327739796882,0.3291057850126451,-1.2323091182426762,-0.1382631408601785,0.3193516771855583,-1.398984288406999,-0.14178416740102398
Pataka,0.0,0.0,0.0,-0.21945848979797014,-0.11547270130239697,-0.1813946549838518,-0.29541559781902976,-0.38608331294318576,-0.2744956134272309,-0.23168269314529766,-0.6776886772835476,-0.34925229988165835,-0.18268509494971924,-0.9449645893907372,-0.4172219635926988,-0.10681202158402701,-0.9172371277315777,-0.1615312117346406,-0.13079483086380872,-1.3434032678798307,-0.27248282728570744,-0.1568109381224459,-1.6202026344272198,-0.36449511463954554,-0.17711836683335533,-1.8654424454703513,-0.43290478920020603,0.015070025595309577,-0.9900784237842013,-0.13970543685035386,-0.026730685730122702,-1.456502699920256,-0.23824417031510475,-0.07883557886825535,-1.7596987428327684,-0.32280264051802815,-0.1363405503163308,-2.0321916171934418,-0.38583168397784273,0.12049916607699017,-0.9799971041487422,-0.13823907115056158,0.0826503547607269,-1.4100356520646005,-0.226285325555408,0.02597664503871804,-1.6691286896053907,-0.28918207121319145,-0.042384411499200345,-1.8859241893109755,-0.3332045197151147,0.22684189953492837,-0.9072426817601132,-0.1561129282818754,0.19967911669173416,-1.2443624646112479,-0.2352853377799532,0.14187264252744194,-1.4514465675055077,-0.2816011019633826,0.06163175438868469,-1.6196236186176867,-0.31202040514010226
Pataka,0.0,0.0,0.0,-0.24842620074159938,-0.23706321775532177,-0.07514739337627804,-0.3543029619274102,-0.5766632603511888,-0.11763531818035092,-0.33068808343442674,-0.8824271393257034,-0.1587136742666033,-0.2989306158188385,-1.1307977326657528,-0.1960866163756642,-0.13374950110181844,-1.0156587125522165,-0.03591768537483978,-0.09328450540005315,-1.4132077118458624,-0.10864605935806053,-0.03507859952554712,-1.6287332696226193,-0.17879793608237599,0.028884418535509784,-1.8116252074158894,-0.22839589342945876,0.012326575978352558,-0.9984733391253945,-0.05384279506521458,0.046777107364654846,-1.409452063162923,-0.10265865999769971,0.08334743587960597,-1.648362413734946,-0.1543558303326402,0.12181862416927754,-1.842252662786938,-0.19463476286291512,0.14335856754355822,-0.9119866370887248,-0.08677406659354661,0.16863925036992797,-1.2982087847753612,-0.1353434884880487,0.18412174786233027,-1.5182760166308789,-0.15585545046900326,0.19578694498746604,-1.6984571607572885,-0.17282437141370513,0.28159749325746375,-0.7706850061329329,-0.130360187209207,0.30263885046132594,-1.0732317148612558,-0.17218868076229132,0.3059051808741052,-1.255708074634247,-0.17253155949250032,0.3001091166429904,-1.4155031961272342,-0.17053298381288237
Pataka,0.0,0.0,0.0,-0.23140242378862277,-0.24242749635962682,-0.11081756573199004,-0.3237345620565462,-0.6031457709918142,-0.16299882327747245,-0.27206389481634446,-0.909334310819606,-0.20672405112923306,-0.1674117023338108,-1.1331618593504615,-0.24158124124570107,-0.04187045572932293,-1.022228714829865,-0.04515567149145249,0.03451255737138337,-1.3864538124540249,-0.1209928148683143,0.10364324989833458,-1.5975485214486465,-0.19337585385933384,0.17467857623621286,-1.7830801763718536,-0.2463923567040389,0.11017240234132226,-0.9927936815204267,-0.04714602523500397,0.1914527428347263,-1.3942877369617084,-0.10082552315788315,0.24446311012837674,-1.6381192326268061,-0.15490864442048768,0.2936435705340919,-1.8557126643772446,-0.19690435800341544,0.22980314527330695,-0.89225717037926,-0.06912914237586865,0.30358031872827695,-1.2543069422796587,-0.11800442113364389,0.33638114004479963,-1.4709988614719103,-0.1429154612748634,0.3605483975959808,-1.6613148570363194,-0.16432299426773989,0.3477348532372501,-0.7239312544004433,-0.10628170663956178,0.40702167426738156,-0.9999623866059554,-0.14531702510759112,0.4264757701847432,-1.179566073862283,-0.15294806298363703,0.43580048475782873,-1.3521510876211333,-0.15882438287169326
Pataka,0.0,0.0,0.0,-0.2688949208441069,-0.0885566709725592,-0.11795537073235214,-0.475197848503632,-0.362264208791445,-0.18083322483899877,-0.5314820401293632,-0.6701945018015741,-0.234894593538313,-0.5103272896515053,-0.9426908836244039,-0.28032383653228155,-0.3710470397697287,-0.9192410422928162,-0.0667852528558874,-0.42281851203018617,-1.3079739720293804,-0.154008778932291,-0.42933799019771907,-1.5454019680921016,-0.23331831556476515,-0.42182037747514206,-1.7632852469419864,-0.2909846586172634,-0.221196945710069,-0.9726214719524314,-0.07126979378125442,-0.2864116309038761,-1.3977237782447787,-0.1345463150268149,-0.3162034325354868,-1.6581250070614701,-0.194627405389571,-0.3363587036259708,-1.895320885064099,-0.2410446462648992,-0.07533401054126734,-0.9444996831077431,-0.0958155389782496,-0.12959422951092,-1.3290292049148462,-0.1531167348376498,-0.16983080591375904,-1.5480179359396788,-0.18151182723252515,-0.20804206482819,-1.7425261461355028,-0.20528037701582869,0.09095235528454465,-0.8539747155375518,-0.13588965963567048,0.04734966356066624,-1.1483466779669158,-0.18409486349843082,0.005123811175853013,-1.3239715594896106,-0.19549011532902236,-0.04452766740019119,-1.4891737214912828,-0.20346169301486677
Pataka,0.0,0.0,0.0,-0.2905683237283742,-0.019279349275336286,-0.10059773508721413,-0.5359569034746904,-0.2571307828641725,-0.14789239301696872,-0.636492515346789,-0.5481391170686276,-0.19105002504504276,-0.6777257288689054,-0.8093048665303512,-0.22705407892582408,-0.5423753053637623,-0.8072727343008059,-0.03288546654145579,-0.6687348119707857,-1.1639421879152538,-0.11749825229406644,-0.722055563589828,-1.3989197183082815,-0.19769567186363513,-0.7576530079130658,-1.618019028491241,-0.2559023166282229,-0.4077882539176154,-0.9119388020969541,-0.04556710652208264,-0.5500106536126981,-1.3063570582840598,-0.10718483704707084,-0.6300326081538697,-1.55895820186071,-0.16884446707456424,-0.697755971484434,-1.7946798436815368,-0.21554196914069335,-0.25990675524502094,-0.9335972462398796,-0.07883368809093358,-0.38893209597562456,-1.2937603342046406,-0.13644841601921973,-0.4701723532591386,-1.5014330714725306,-0.165265007622913,-0.5447625385262236,-1.684063597227954,-0.18847500072840948,-0.08062310325571866,-0.8987677856760655,-0.1269253987521078,-0.17552972784133195,-1.1698820580658507,-0.17316310411274835,-0.2484729935028144,-1.3299894458481956,-0.1818266411448598,-0.32703493794394434,-1.474747466948906,-0.18816849219779178
